Date,Altcoin,BIT,Bitcoin Address,Bitcoin Investment,Bitcoin Mining,Bitcoin News,Bitcoin Price,Bitcoin Wallet,Bitcoin,Block,Blockchain,BTC,Crypto,Cryptocurrency,Cryptography,DAPP,DeFi,Digital Currency,Ethereum,Fiat money,Fork,Hash Rate,ICO,P2P,Private Key,Stablecoin,Open,High,Low,Close,Volume
2022-06-28,7.56,84.39,34.3,7.6,28.6,19.61,20.14,25.2,16.830000000000002,32.55,58.59,14.26,15.17,13.2,38.5,35.64,0.0,0.9,14.96,20.77,60.45,11.61,60.2,57.510000000000005,68.62,7.8,20731.544921875,21164.423828125,20228.8125,20280.634765625,21381535161
2022-06-29,16.8,76.56,50.4,13.6,36.92,20.14,24.91,21.15,20.91,31.85,47.88,17.48,15.579999999999998,14.0,30.0,52.8,0.0,2.1,17.6,25.11,57.85,13.23,73.1,58.32000000000001,43.8,6.3,20281.169921875,20364.15625,19937.791015625,20104.0234375,23552740328
2022-06-30,8.61,80.91,65.1,18.8,30.68,53.0,53.0,18.9,51.0,30.8,55.44,46.0,40.18,37.2,28.5,66.0,0.0,1.5,29.92,15.81,60.45,0.0,80.84,66.42,45.26,9.75,20108.3125,20141.16015625,18729.65625,19784.7265625,26267239923
2022-07-01,0.0,86.13,46.2,28.0,52.0,40.28,38.16,24.3,45.39,28.7,44.1,39.1,41.0,40.0,20.0,34.980000000000004,0.0,1.2000000000000002,25.96,17.98,61.75,7.0200000000000005,73.1,46.17,16.06,7.05,19820.470703125,20632.671875,19073.708984375,19269.3671875,30767551159
2022-07-02,0.0,81.6,38.080000000000005,44.0,39.13,47.6,29.7,0.0,34.86,29.92,38.4,30.42,35.49,32.19,33.480000000000004,22.42,23.5,1.68,20.88,9.52,59.8,0.0,46.400000000000006,54.6,20.77,7.800000000000001,19274.8359375,19371.748046875,19027.08203125,19242.255859375,18100418740
2022-07-03,0.0,77.35,40.8,26.84,19.35,45.92,31.5,12.06,32.34,30.94,39.6,29.25,33.15,29.97,21.06,38.94,94.0,1.3199999999999998,20.52,11.48,59.8,0.0,65.60000000000001,50.7,35.510000000000005,6.37,19242.095703125,19558.26953125,18966.951171875,19297.076171875,16390821947
2022-07-04,7.840000000000001,77.35,36.04,29.48,15.48,50.400000000000006,38.7,24.12,37.38,28.22,51.0,36.27,33.93,30.34,54.0,34.809999999999995,0.0,2.94,23.4,19.32,53.95,0.0,56.0,67.86,33.5,8.19,19297.314453125,20258.748046875,19063.06640625,20231.26171875,21594638208
2022-07-05,10.920000000000002,76.5,60.52,30.8,20.21,44.8,31.05,25.46,31.92,30.6,55.8,27.69,35.49,31.82,43.2,28.32,0.0,2.1,19.44,14.28,55.25,6.0,49.6,49.92,52.260000000000005,6.76,20225.353515625,20635.466796875,19341.232421875,20190.115234375,26715546990
2022-07-06,0.0,73.95,42.16,22.88,24.51,48.720000000000006,28.35,0.0,31.08,31.28,54.0,30.03,34.71,31.45,45.900000000000006,40.71,0.0,3.0,21.96,13.72,52.65,4.75,68.0,63.96,47.57,12.48,20194.619140625,20595.529296875,19823.51171875,20548.24609375,24598943708
2022-07-07,0.0,76.5,38.080000000000005,22.0,17.63,43.120000000000005,27.0,14.74,30.66,29.58,44.4,30.03,36.27,31.82,43.74,44.25,0.0,1.74,20.88,11.760000000000002,55.25,0.0,64.8,63.18,41.54,8.71,20547.814453125,21771.81640625,20296.103515625,21637.587890625,25814972520
2022-07-08,19.880000000000003,82.45,10.2,20.24,17.63,35.28,21.15,0.0,26.04,30.26,43.8,21.84,33.15,29.6,31.32,24.19,15.04,2.52,18.36,15.400000000000002,65.0,14.25,59.2,51.48,26.8,4.42,21637.154296875,22314.94140625,21257.453125,21731.1171875,49899834488
2022-07-09,7.13,82.56,39.33,21.15,22.05,24.2,19.200000000000003,61.41,22.8,29.92,34.77,21.24,29.52,27.0,23.97,44.1,0.0,3.04,16.5,9.25,57.96,20.52,63.18000000000001,65.57,31.98,6.4,21716.828125,21877.138671875,21445.95703125,21592.20703125,29641127858
2022-07-10,0.0,79.98,30.21,35.1,20.25,33.0,26.8,40.71,28.5,31.96,47.88,25.92,30.96,29.88,39.27,18.27,0.0,3.04,17.490000000000002,14.0,54.18,0.0,60.75000000000001,68.89,65.52,5.5,21591.080078125,21591.080078125,20727.123046875,20860.44921875,28688807249
2022-07-11,7.13,86.0,19.38,34.65,28.8,28.6,31.200000000000003,0.0,29.64,30.94,51.3,27.72,29.52,28.08,37.74,25.83,0.0,3.28,18.15,11.75,53.55,14.06,51.84,59.76,78.0,5.1000000000000005,20856.353515625,20856.353515625,19924.5390625,19970.556640625,24150249025
2022-07-12,0.0,86.0,15.96,10.35,22.5,33.0,26.8,0.0,29.26,31.28,56.99999999999999,28.08,31.32,29.16,39.78,35.28,0.0,3.6,20.130000000000003,7.5,58.59,15.96,74.52000000000001,74.7,56.16,3.7,19970.474609375,20043.4453125,19308.53125,19323.9140625,25810220018
2022-07-13,0.0,85.14,38.76,23.85,24.3,40.04,28.8,21.39,30.78,33.660000000000004,48.45,28.44,34.2,33.12,32.13,23.94,0.0,8.0,18.81,12.5,55.44,38.0,62.370000000000005,71.38,49.92,6.5,19325.97265625,20223.052734375,18999.953125,20212.07421875,33042430345
2022-07-14,15.41,79.98,38.19,32.4,26.1,27.28,20.4,35.19,24.7,31.28,49.02,24.12,30.6,29.16,36.21,52.92,0.0,4.5600000000000005,18.81,11.5,56.7,0.0,80.19000000000001,68.89,59.28,4.9,20211.466796875,20789.89453125,19689.2578125,20569.919921875,31158743333
2022-07-15,0.0,85.14,20.52,43.65,30.15,19.8,18.0,13.11,22.04,30.6,39.9,19.8,32.04,29.16,30.09,32.76,0.0,2.8000000000000003,21.12,9.5,59.85,32.3,68.85000000000001,69.72,33.54,3.4000000000000004,20573.15625,21138.244140625,20397.0,20836.328125,25905575359
2022-07-16,12.48,89.24000000000001,30.24,14.88,22.88,18.9,16.77,11.34,22.4,28.56,44.85,19.8,34.32,32.370000000000005,41.440000000000005,27.0,0.0,1.08,32.34,16.799999999999997,60.3,0.0,71.39999999999999,54.29,21.6,2.4000000000000004,20834.103515625,21514.404296875,20518.8984375,21190.31640625,24302954056
2022-07-17,26.0,78.2,18.9,0.0,25.08,24.78,21.84,0.0,26.4,29.24,52.0,24.48,36.27,34.32,43.68000000000001,60.0,0.0,2.76,45.57,10.15,55.61000000000001,0.0,52.92,89.0,40.32,4.800000000000001,21195.041015625,21600.640625,20778.1796875,20779.34375,22927802083
2022-07-18,9.36,87.4,59.22,38.4,23.32,26.46,23.4,0.0,31.200000000000003,33.32,65.0,28.44,38.22,36.66,44.8,68.25,0.0,2.64,49.0,14.35,60.3,12.0,72.24,86.33,60.48,3.6,20781.912109375,22633.033203125,20781.912109375,22485.689453125,39974475562
2022-07-19,0.0,88.32000000000001,26.46,22.08,23.32,30.24,28.47,37.8,35.6,31.28,61.75,28.8,37.05,33.93,48.16,57.75,0.0,2.04,44.1,28.0,54.940000000000005,12.48,55.44,85.44,50.4,6.300000000000001,22467.849609375,23666.962890625,21683.40625,23389.43359375,48765202697
2022-07-20,7.800000000000001,90.16,51.66,0.0,23.32,31.08,27.69,24.3,35.6,34.0,63.05,29.88,33.15,30.81,43.120000000000005,45.0,0.0,3.18,35.28,35.0,56.95,4.32,70.56,83.66,32.4,2.3000000000000003,23393.19140625,24196.818359375,23009.94921875,23231.732421875,42932549127
2022-07-21,24.96,89.24000000000001,20.79,34.08,26.4,25.2,20.28,15.12,28.0,30.94,57.2,20.88,33.54,31.200000000000003,36.400000000000006,56.25,0.0,2.1,31.85,16.099999999999998,61.64,6.48,84.0,63.19,42.48,6.1000000000000005,23233.201171875,23388.322265625,22431.1484375,23164.62890625,33631012204
2022-07-22,0.0,90.16,31.5,26.88,19.36,23.52,16.38,15.12,22.8,30.26,50.7,16.919999999999998,29.25,27.69,17.92,49.5,0.0,2.46,28.91,16.45,62.31,5.279999999999999,68.88,51.62,33.12,5.800000000000001,23163.751953125,23671.927734375,22603.416015625,22714.978515625,31421555646
2022-07-23,5.4,81.6,10.12,31.68,16.56,13.94,12.87,0.0,17.68,29.92,43.92,13.72,28.12,24.5,24.57,24.200000000000003,0.0,2.8000000000000003,25.96,11.28,58.5,3.91,45.03,53.55,26.73,3.4000000000000004,22706.984375,22977.2109375,22002.91015625,22465.478515625,24021799169
2022-07-24,5.6000000000000005,79.89999999999999,10.12,28.32,16.919999999999998,26.24,16.830000000000002,0.0,23.8,32.64,57.95,18.48,32.56,27.65,62.37,45.1,0.0,1.89,26.84,11.76,57.2,0.0,48.98,68.0,79.38000000000001,10.0,22465.509765625,22974.001953125,22306.83984375,22609.1640625,23565495303
2022-07-25,4.800000000000001,76.5,34.96,37.44,15.48,25.83,16.830000000000002,21.08,22.78,31.62,53.07,18.200000000000003,31.45,26.95,61.74,44.55,0.0,1.61,27.72,10.8,57.85,4.25,57.67,74.8,69.66000000000001,4.1000000000000005,22607.15625,22649.12109375,21361.642578125,21361.701171875,35574561406
2022-07-26,9.0,75.64999999999999,46.0,21.12,11.88,27.06,15.18,34.0,19.040000000000003,28.56,52.46,16.520000000000003,31.08,27.65,51.66,22.0,0.0,4.760000000000001,29.04,12.0,53.95,2.72,67.94,85.0,67.23,4.3,21361.12109375,21361.12109375,20776.81640625,21239.75390625,28624673855
2022-07-27,6.800000000000001,73.95,16.560000000000002,32.64,14.4,27.06,15.84,0.0,21.08,30.94,50.02,19.040000000000003,30.71,26.6,57.33,26.4,0.0,1.4700000000000002,36.52,9.6,51.35,3.4000000000000004,58.46,82.45,55.89,5.300000000000001,21244.169921875,22986.529296875,21070.806640625,22930.548828125,31758955233
2022-07-28,0.0,79.89999999999999,20.24,30.24,12.6,26.65,15.510000000000002,0.0,20.4,30.26,51.85,17.64,32.56,28.0,49.77,40.7,0.0,2.7300000000000004,31.68,6.0,59.15,6.800000000000001,64.78,67.14999999999999,79.38000000000001,6.6000000000000005,22933.640625,24110.470703125,22722.265625,23843.88671875,40212386158
2022-07-29,0.0,78.2,15.64,16.32,12.96,19.27,13.2,8.16,19.380000000000003,27.540000000000003,43.31,14.28,29.6,26.25,49.14,36.3,0.0,2.87,29.04,8.16,60.45,4.25,60.040000000000006,43.35,33.21,3.1,23845.212890625,24294.787109375,23481.173828125,23804.6328125,35887249746
2022-07-30,4.42,85.26,21.07,12.32,11.2,20.3,10.8,15.37,15.95,28.05,41.54,13.5,28.44,25.16,25.3,44.2,8.61,2.4,22.05,7.199999999999999,55.51,0.0,40.5,55.04,30.34,3.2,23796.818359375,24572.580078125,23580.5078125,23656.20703125,28148218301
2022-07-31,4.590000000000001,80.91,10.32,6.720000000000001,28.7,27.65,26.73,11.66,28.13,28.05,49.6,23.76,29.88,28.9,53.900000000000006,19.72,0.0,1.38,24.15,20.16,54.9,0.0,75.0,61.92,60.68,8.6,23652.0703125,24121.642578125,23275.703125,23336.896484375,23553591896
2022-08-01,3.2300000000000004,81.78,10.32,11.48,29.75,30.1,27.0,6.36,29.0,28.71,50.22,26.46,32.76,31.62,48.95,53.040000000000006,0.0,0.42,25.2,11.04,56.12,0.0,63.0,58.48,52.54,7.2,23336.71875,23464.787109375,22890.796875,23314.19921875,25849159141
2022-08-02,2.72,83.52,13.76,14.560000000000002,29.4,32.55,25.65,16.96,26.39,29.040000000000003,54.56,21.6,31.68,31.28,53.900000000000006,19.040000000000003,0.0,1.2,23.1,22.08,53.68,3.77,62.25,63.64,56.98,3.1,23308.43359375,23415.041015625,22710.083984375,22978.1171875,28389250717
2022-08-03,0.0,82.65,33.54,19.880000000000003,24.85,27.3,26.19,25.97,26.1,28.05,57.04,22.950000000000003,31.32,30.26,42.900000000000006,27.200000000000003,33.62,1.26,23.1,17.52,57.34,4.8100000000000005,60.75,68.8,48.84,5.0,22981.302734375,23578.650390625,22747.8359375,22846.5078125,26288169966
2022-08-04,0.0,80.91,41.71,28.000000000000004,35.0,27.3,25.380000000000003,0.0,26.1,29.040000000000003,48.98,21.6,32.04,31.96,44.0,31.28,0.0,0.84,22.05,20.64,61.0,3.9,65.25,74.82,59.2,4.5,22848.21484375,23198.009765625,22485.701171875,22630.95703125,25120229769
2022-08-05,0.0,82.65,15.48,0.0,31.85,22.4,21.06,13.78,23.49,28.05,50.84,17.28,28.8,28.22,24.750000000000004,37.400000000000006,30.34,0.96,19.6,16.56,59.17,0.0,42.75,49.88,31.82,3.4000000000000004,22626.833984375,23422.828125,22612.177734375,23289.314453125,28881249043
2022-08-06,5.0,82.32,64.35000000000001,0.0,27.880000000000003,21.42,18.0,13.8,15.39,30.360000000000003,36.54,18.9,26.07,28.35,26.46,15.41,0.0,0.77,23.85,13.42,57.66,6.48,30.6,53.04,39.52,0.0,23291.423828125,23326.5625,22961.279296875,22961.279296875,15978259885
2022-08-07,4.75,80.64,31.85,19.08,29.24,27.540000000000003,24.5,60.0,25.65,30.69,48.72,23.76,31.020000000000003,32.9,54.0,18.76,0.0,1.1900000000000002,29.7,12.1,54.56,18.0,46.92,60.84,51.68,4.130000000000001,22963.505859375,23359.009765625,22894.556640625,23175.890625,15886817043
2022-08-08,8.0,79.8,34.45,35.28,27.540000000000003,27.880000000000003,24.0,0.0,23.49,33.0,44.66,21.87,29.37,31.5,38.34,31.49,0.0,2.03,32.4,12.76,56.42,7.56,48.96,56.940000000000005,66.12,4.48,23179.52734375,24203.689453125,23176.546875,23809.486328125,28575544847
2022-08-09,5.75,75.6,39.65,34.92,25.500000000000004,29.24,22.75,6.6,23.22,27.39,43.5,22.14,26.73,29.75,31.860000000000003,22.110000000000003,0.0,1.54,34.65,14.3,52.7,0.0,45.56,48.36,60.04,1.6800000000000002,23811.484375,23898.615234375,22982.0,23164.318359375,23555719219
2022-08-10,7.5,78.11999999999999,43.55,34.2,27.880000000000003,29.58,23.75,0.0,24.57,29.700000000000003,44.08,23.49,29.040000000000003,31.15,42.66,23.450000000000003,0.0,1.33,45.0,19.8,54.56,0.0,53.720000000000006,48.36,76.0,4.550000000000001,23162.8984375,24127.4140625,22771.51953125,23947.642578125,32837431722
2022-08-11,5.25,73.92,65.0,18.36,24.14,20.74,22.0,0.0,21.6,28.05,44.08,21.06,26.07,28.0,36.72,26.130000000000003,0.0,1.8200000000000005,33.75,15.84,54.56,3.96,45.56,56.16,43.32,4.69,23948.345703125,24822.62890625,23900.99609375,23957.529296875,37127036580
2022-08-12,7.5,77.28,14.95,27.72,22.78,17.68,18.5,0.0,18.630000000000003,26.4,37.7,18.630000000000003,25.74,27.65,21.6,35.510000000000005,0.0,1.33,36.9,11.88,59.52,4.5,53.720000000000006,36.66,28.88,0.0,23957.203125,24412.56640625,23657.265625,24402.818359375,27265804688
2022-08-13,17.759999999999998,87.0,40.28,35.6,22.44,17.98,19.92,0.0,20.8,27.52,42.09,19.25,31.32,30.03,28.08,76.0,0.0,4.8,32.56,21.0,56.73,0.0,45.36,33.06,28.56,5.1000000000000005,24402.1875,24860.05078125,24346.115234375,24424.068359375,22987346289
2022-08-14,0.0,81.78,43.99,8.8,25.41,19.53,21.84,8.58,21.58,27.52,46.36,19.5,32.4,29.700000000000003,40.5,32.68,0.0,2.56,36.08,20.5,56.12,5.52,68.04,67.86,42.16,5.4,24429.056640625,24974.9140625,24206.259765625,24319.333984375,22994133555
2022-08-15,0.0,82.65,50.88,17.6,25.41,19.84,20.64,0.0,22.36,26.24,49.41,17.75,30.6,28.71,46.440000000000005,40.28,36.18,3.68,32.56,16.5,56.12,18.72,66.42,70.47,53.720000000000006,10.0,24318.31640625,25135.58984375,23839.775390625,24136.97265625,35123501685
2022-08-16,21.6,79.17,30.74,32.800000000000004,25.41,20.46,19.92,6.24,20.54,26.56,51.24,18.25,31.32,28.71,46.98,34.2,0.0,6.72,28.6,15.0,54.29,7.439999999999999,75.33,68.73,52.36000000000001,6.5,24126.13671875,24228.416015625,23733.5,23883.291015625,27753685646
2022-08-17,22.56,77.42999999999999,24.91,19.6,32.01,17.05,18.72,0.0,20.02,28.48,51.24,17.0,30.96,28.380000000000003,48.06,32.68,58.96,11.52,27.28,25.0,53.68,0.0,70.47,77.42999999999999,63.24,7.4,23881.31640625,24407.05859375,23243.353515625,23335.998046875,30931623076
2022-08-18,40.8,79.17,11.66,34.800000000000004,21.45,31.0,24.0,5.07,25.74,26.56,47.58,25.0,36.0,33.0,36.18,15.96,30.15,16.0,38.72,17.5,57.95,7.439999999999999,63.18000000000001,66.99,50.32,7.9,23341.0390625,23563.83203125,23177.6015625,23212.73828125,23747613147
2022-08-19,31.68,78.3,41.34,11.2,30.03,21.08,20.88,7.800000000000001,21.06,26.24,39.65,18.5,29.88,27.39,27.540000000000003,32.68,34.84,8.96,33.44,17.0,56.73,0.0,62.370000000000005,51.33,15.64,3.5,23213.3125,23213.3125,20868.84765625,20877.552734375,40509610260
2022-08-20,28.81,75.53,12.76,27.36,26.520000000000003,15.39,19.68,9.18,18.630000000000003,25.92,40.32,16.56,26.4,25.42,25.48,23.46,36.92,9.54,24.7,14.26,55.51,2.64,53.12,60.76,11.4,4.95,20872.841796875,21350.806640625,20856.73046875,21166.060546875,27595671000
2022-08-21,67.0,75.53,7.48,7.98,24.82,16.740000000000002,22.56,10.260000000000002,23.49,27.84,58.59,20.16,29.37,27.59,41.6,49.67999999999999,0.0,11.88,26.6,16.560000000000002,53.68,3.84,73.86999999999999,93.1,74.48,5.04,21160.392578125,21668.845703125,21103.197265625,21534.12109375,23102307723
2022-08-22,18.09,76.36,25.08,34.58,28.22,13.5,19.92,0.0,19.71,27.84,54.81,16.56,25.74,25.11,42.64,38.64,71.0,7.739999999999999,26.22,11.96,54.9,2.28,67.22999999999999,82.32,71.44,7.83,21531.462890625,21531.462890625,20939.18359375,21398.908203125,31666498758
2022-08-23,27.47,78.02,28.16,12.54,26.180000000000003,18.630000000000003,20.16,12.96,19.98,30.72,61.74,16.56,27.72,26.66,43.68,28.98,38.34,14.94,25.08,17.02,57.34,3.72,78.02,98.0,59.28,6.75,21401.044921875,21646.203125,20955.138671875,21528.087890625,31878280659
2022-08-24,36.18,78.02,24.2,8.36,25.500000000000004,13.5,18.24,17.82,20.25,29.44,57.33,16.56,27.39,26.04,46.8,32.43,0.0,10.08,24.7,16.330000000000002,53.07,0.0,65.57,86.24,69.16,1.17,21526.455078125,21783.076171875,21195.005859375,21395.01953125,31962253368
2022-08-25,37.52,83.0,17.16,22.04,27.880000000000003,21.6,22.32,8.64,23.22,28.8,58.59,19.2,28.71,26.66,38.48,33.12,0.0,10.08,29.26,12.65,56.73,0.0,67.22999999999999,80.36,64.6,2.88,21395.458984375,21789.63671875,21362.44140625,21600.904296875,31028679593
2022-08-26,16.75,79.67999999999999,23.76,34.96,28.9,18.09,20.16,10.260000000000002,21.6,24.64,43.47,18.72,25.08,24.18,19.76,12.419999999999998,0.0,6.12,24.32,20.47,59.78,0.0,78.02,64.67999999999999,28.12,6.12,21596.0859375,21804.908203125,20199.482421875,20260.01953125,42326789564
2022-08-27,19.61,81.48,33.39,16.0,22.77,22.5,22.25,13.68,21.06,26.24,41.48,21.06,25.28,24.49,24.380000000000003,21.07,0.0,3.5000000000000004,20.16,8.19,56.12,0.0,51.8,61.88,23.76,3.76,20262.48046875,20340.775390625,19890.5234375,20041.73828125,30116729776
2022-08-28,29.23,78.96,33.39,9.92,21.78,24.6,24.75,26.22,24.18,28.48,57.34,24.7,25.6,24.8,38.16,15.19,0.0,5.460000000000001,24.48,16.169999999999998,52.46,0.0,67.34,87.36,44.22,4.08,20041.03515625,20139.0546875,19616.814453125,19616.814453125,24366810591
2022-08-29,17.39,78.96,33.39,23.04,30.360000000000003,21.0,23.5,20.52,23.4,28.16,61.0,21.32,26.24,25.42,51.41,7.35,0.0,8.120000000000001,30.24,15.12,53.07,0.0,68.82,82.81,64.02,4.96,19615.154296875,20357.462890625,19600.78515625,20297.994140625,32637854078
2022-08-30,0.0,73.92,31.8,0.0,25.74,21.0,21.25,10.829999999999998,22.1,28.8,48.19,19.5,24.96,24.49,40.81,11.27,0.0,9.24,21.6,16.8,48.19,0.0,43.66,60.97,42.9,3.68,20298.611328125,20542.64453125,19617.640625,19796.80859375,34483360283
2022-08-31,14.8,74.75999999999999,19.61,25.92,25.74,16.2,20.0,0.0,20.28,28.8,52.46,18.46,23.36,23.25,41.34,20.58,0.0,6.720000000000001,5.4,13.86,51.24,6.0,54.76,91.0,52.8,4.32,19799.58203125,20420.990234375,19799.58203125,20049.763671875,33225232872
2022-09-01,15.17,68.88,27.03,8.0,30.03,17.7,17.75,56.99999999999999,17.94,27.84,42.09,15.6,32.0,31.0,33.92,21.07,0.0,6.86,5.4,8.19,51.85,0.0,67.34,80.99000000000001,42.9,5.44,20050.498046875,20198.390625,19653.96875,20127.140625,30182031010
2022-09-02,0.0,70.56,15.37,0.0,27.39,18.6,15.75,20.52,14.3,27.52,38.43,14.3,19.52,19.84,22.26,20.58,0.0,5.74,4.68,13.02,56.12,2.85,51.8,62.79,20.46,2.64,20126.072265625,20401.568359375,19814.765625,19969.771484375,29123998928
2022-09-03,0.0,93.0,18.55,26.52,25.16,16.919999999999998,18.630000000000003,9.72,16.240000000000002,33.599999999999994,44.1,16.8,20.77,22.72,31.86,10.14,0.0,16.06,6.75,13.11,62.78999999999999,0.0,80.04,43.68,34.5,2.1,19969.71875,20037.009765625,19698.35546875,19832.087890625,23613051457
2022-09-04,0.0,89.0,28.09,14.04,27.880000000000003,21.6,19.17,6.12,17.64,32.55,35.910000000000004,17.360000000000003,21.7,23.68,27.73,22.62,0.0,20.46,7.65,7.13,62.78999999999999,3.5,72.21,50.4,25.5,4.3,19832.470703125,19999.689453125,19636.81640625,19986.712890625,25245861652
2022-09-05,31.0,88.0,24.380000000000003,0.0,22.78,36.0,23.76,32.04,24.92,35.0,51.03,25.200000000000003,23.87,25.92,50.74,44.46,0.0,14.52,10.35,12.19,60.03,12.0,76.56,69.72,45.75,4.0,19988.7890625,20031.16015625,19673.046875,19812.37109375,28813460025
2022-09-06,8.37,92.0,22.26,28.47,26.520000000000003,31.68,27.0,0.0,26.040000000000003,32.55,53.55,26.880000000000003,24.49,26.88,53.1,78.0,0.0,13.64,9.9,9.66,55.88999999999999,6.75,80.04,75.6,75.0,4.6000000000000005,19817.724609375,20155.26953125,18800.171875,18837.66796875,43403978910
2022-09-07,0.0,88.0,18.55,22.62,25.500000000000004,22.32,21.6,7.92,22.12,31.85,61.74,19.6,23.56,25.28,55.46,53.04,0.0,16.28,9.0,15.41,63.48,0.0,69.6,70.56,53.25,5.5,18837.68359375,19427.171875,18644.466796875,19290.32421875,35239757134
2022-09-08,0.0,86.0,33.92,17.94,24.82,31.68,22.14,5.76,23.520000000000003,30.1,51.03,22.4,22.32,23.68,43.66,64.74000000000001,0.0,22.0,9.0,23.0,57.27,0.0,86.13,73.08,44.25,3.2,19289.94140625,19417.3515625,19076.71484375,19329.833984375,32194477850
2022-09-09,26.97,90.0,16.96,0.0,29.24,23.04,19.98,7.92,18.48,30.8,40.95,18.48,21.08,22.72,30.68,52.260000000000005,0.0,13.42,8.1,12.88,63.48,7.5,55.68,42.0,29.25,2.9000000000000004,19328.140625,21439.41015625,19310.962890625,21381.15234375,48469528171
2022-09-10,9.6,66.39999999999999,34.1,14.7,24.85,20.8,17.94,12.16,16.200000000000003,26.88,41.6,14.82,20.77,20.160000000000004,53.3,15.400000000000002,0.0,7.2,17.67,18.6,43.66,14.31,50.41,78.32000000000001,27.3,2.79,21376.912109375,21760.275390625,21168.72265625,21680.5390625,36913738894
2022-09-11,4.56,71.38,19.8,22.05,30.8,19.52,20.02,13.12,18.9,29.12,55.04,18.46,22.63,21.000000000000004,58.5,24.200000000000003,0.0,4.8,25.110000000000003,23.25,47.2,21.200000000000003,44.73,78.32000000000001,66.3,2.79,21678.54296875,21770.552734375,21406.9453125,21769.255859375,34493951963
2022-09-12,16.8,77.19,23.65,30.45,24.85,24.64,24.44,0.0,24.3,28.8,62.08,25.22,23.56,22.680000000000003,50.7,28.6,0.0,9.6,31.62,26.66,47.79,20.14,52.54,82.72,50.7,3.69,21770.1484375,22439.181640625,21603.896484375,22370.44921875,50212088965
2022-09-13,7.68,78.02,27.500000000000004,7.35,29.4,25.6,23.66,0.0,24.03,30.4,60.8,22.1,22.94,21.840000000000003,60.45,37.95,0.0,13.76,39.99,23.87,48.97,11.66,66.03,73.92,52.260000000000005,4.95,22371.48046875,22673.8203125,20062.669921875,20296.70703125,51091116622
2022-09-14,0.0,83.0,22.55,17.849999999999998,35.0,26.88,22.62,16.64,22.950000000000003,31.36,64.0,19.76,25.42,23.8,55.9,19.25,17.36,12.8,93.0,24.49,50.15,53.0,51.83,78.32000000000001,52.260000000000005,4.859999999999999,20184.5546875,20467.201171875,19793.396484375,20241.08984375,37872380889
2022-09-15,0.0,73.03999999999999,36.85,25.2,31.5,19.84,20.8,8.0,19.44,28.8,53.76,18.46,23.87,22.680000000000003,48.75,26.4,0.0,7.52,32.550000000000004,28.52,47.79,28.62,55.38,71.28,63.96,3.51,20242.2890625,20318.166015625,19636.734375,19701.2109375,36389011503
2022-09-16,0.0,72.21,17.6,0.0,30.1,24.0,18.72,0.0,19.17,26.24,49.92,15.08,22.32,21.56,41.6,17.05,0.0,9.44,22.32,17.98,55.46,28.62,51.83,62.48,30.42,4.68,19704.005859375,19870.62890625,19400.076171875,19772.583984375,30123362273
2022-09-17,0.0,67.2,0.0,13.94,24.8,21.96,17.64,0.0,15.0,27.2,35.38,16.240000000000002,19.2,20.7,42.88,13.0,0.0,9.0,9.24,14.28,44.8,0.0,49.68,55.44,33.21,4.29,19777.033203125,20162.53125,19777.033203125,20127.576171875,24957448100
2022-09-18,0.0,69.60000000000001,54.0,41.0,27.9,29.16,27.44,0.0,30.0,28.16,56.12,28.000000000000004,22.5,23.1,64.32000000000001,25.5,0.0,11.55,11.44,16.8,43.68000000000001,3.61,54.0,75.68,60.75000000000001,3.74,20127.234375,20127.234375,19387.4921875,19419.505859375,31254779144
2022-09-19,0.0,73.60000000000001,19.98,31.57,22.01,22.32,25.76,0.0,26.4,31.04,46.97,23.24,22.8,24.0,64.99000000000001,24.0,0.0,8.4,9.68,17.080000000000002,42.56,8.55,53.28,73.04,59.940000000000005,9.57,19418.572265625,19639.48046875,18390.318359375,19544.12890625,40177002624
2022-09-20,0.0,72.0,28.62,19.68,26.66,33.12,26.040000000000003,10.2,25.5,29.12,57.34,22.680000000000003,23.1,24.3,59.63,22.5,0.0,9.3,9.24,24.64,44.24,4.18,54.72,86.24,69.66000000000001,11.0,19545.591796875,19602.45703125,18813.455078125,18890.7890625,36791346508
2022-09-21,0.0,80.0,15.66,7.789999999999999,19.53,32.4,26.6,16.66,26.1,30.4,55.51,23.24,22.8,23.7,65.66000000000001,23.0,0.0,7.35,9.24,24.64,46.48,0.0,57.6,85.36,58.32000000000001,4.84,18891.283203125,19674.630859375,18290.314453125,18547.400390625,46363793975
2022-09-22,0.0,71.2,0.0,28.7,22.01,29.88,26.880000000000003,7.82,24.9,27.2,47.58,21.840000000000003,22.8,23.1,55.61000000000001,17.5,0.0,6.3,7.48,21.000000000000004,47.040000000000006,0.0,54.72,73.04,65.61,3.19,18534.650390625,19456.91015625,18415.591796875,19413.55078125,41135767926
2022-09-23,5.04,68.0,17.28,38.13,17.98,24.48,19.880000000000003,7.82,20.4,28.8,32.94,16.520000000000003,19.2,20.7,34.17,30.0,0.0,4.2,6.16,10.920000000000002,56.00000000000001,0.0,72.0,58.08,23.49,2.53,19412.400390625,19464.671875,18617.552734375,19297.638671875,38896078052
