date,Private Key_unscaled,Private Key_monthly,isPartial,scale,Private Key
2023-08-27,28,66.0,False,0.66,18.48
2023-08-28,84,66.0,,0.66,55.440000000000005
2023-08-29,84,66.0,,0.66,55.440000000000005
2023-08-30,96,66.0,,0.66,63.36
2023-08-31,72,66.0,,0.66,47.52
2023-09-01,57,66.0,,0.66,37.620000000000005
2023-09-02,28,66.0,,0.66,18.48
2023-09-03,52,65.0,False,0.65,33.800000000000004
2023-09-04,39,65.0,,0.65,25.35
2023-09-05,54,65.0,,0.65,35.1
2023-09-06,87,65.0,,0.65,56.550000000000004
2023-09-07,64,65.0,,0.65,41.6
2023-09-08,58,65.0,,0.65,37.7
2023-09-09,34,65.0,,0.65,22.1
2023-09-10,37,82.0,False,0.82,30.34
2023-09-11,76,82.0,,0.82,62.31999999999999
2023-09-12,100,82.0,,0.82,82.0
2023-09-13,74,82.0,,0.82,60.68
2023-09-14,95,82.0,,0.82,77.89999999999999
2023-09-15,85,82.0,,0.82,69.7
2023-09-16,31,82.0,,0.82,25.419999999999998
2023-09-17,36,78.0,False,0.78,28.080000000000002
2023-09-18,76,78.0,,0.78,59.28
2023-09-19,75,78.0,,0.78,58.5
2023-09-20,88,78.0,,0.78,68.64
2023-09-21,86,78.0,,0.78,67.08
2023-09-22,90,78.0,,0.78,70.2
2023-09-23,20,78.0,,0.78,15.600000000000001
2023-09-24,39,77.0,False,0.77,30.03
2023-09-25,66,77.0,,0.77,50.82
2023-09-26,62,77.0,,0.77,47.74
2023-09-27,87,77.0,,0.77,66.99
2023-09-28,82,77.0,,0.77,63.14
2023-09-29,76,77.0,,0.77,58.52
2023-09-30,31,77.0,,0.77,23.87
2023-10-01,49,75.0,False,0.75,36.75
2023-10-02,79,75.0,,0.75,59.25
2023-10-03,82,75.0,,0.75,61.5
2023-10-04,92,75.0,,0.75,69.0
2023-10-05,61,75.0,,0.75,45.75
2023-10-06,64,75.0,,0.75,48.0
2023-10-07,31,75.0,,0.75,23.25
2023-10-08,44,89.0,False,0.89,39.160000000000004
2023-10-09,100,89.0,,0.89,89.0
2023-10-10,93,89.0,,0.89,82.77
2023-10-11,92,89.0,,0.89,81.88
2023-10-12,75,89.0,,0.89,66.75
2023-10-13,82,89.0,,0.89,72.98
2023-10-14,50,89.0,,0.89,44.5
2023-10-15,51,80.0,False,0.8,40.800000000000004
2023-10-16,95,80.0,,0.8,76.0
2023-10-17,91,80.0,,0.8,72.8
2023-10-18,85,80.0,,0.8,68.0
2023-10-19,68,80.0,,0.8,54.400000000000006
2023-10-20,61,80.0,,0.8,48.800000000000004
2023-10-21,35,80.0,,0.8,28.0
2023-10-22,41,78.0,False,0.78,31.98
2023-10-23,88,78.0,,0.78,68.64
2023-10-24,75,78.0,,0.78,58.5
2023-10-25,73,78.0,,0.78,56.940000000000005
2023-10-26,80,78.0,,0.78,62.400000000000006
2023-10-27,82,78.0,,0.78,63.96
2023-10-28,52,78.0,,0.78,40.56
2023-10-29,35,81.0,False,0.81,28.35
2023-10-30,92,81.0,,0.81,74.52000000000001
2023-10-31,91,81.0,,0.81,73.71000000000001
2023-11-01,100,81.0,,0.81,81.0
2023-11-02,74,81.0,,0.81,59.940000000000005
2023-11-03,71,81.0,,0.81,57.510000000000005
2023-11-04,35,81.0,,0.81,28.35
2023-11-05,51,81.0,False,0.81,41.31
2023-11-06,84,81.0,,0.81,68.04
2023-11-07,85,81.0,,0.81,68.85000000000001
2023-11-08,81,81.0,,0.81,65.61
2023-11-09,72,81.0,,0.81,58.32000000000001
2023-11-10,68,81.0,,0.81,55.080000000000005
2023-11-11,30,81.0,,0.81,24.3
2023-11-12,45,84.0,False,0.84,37.8
2023-11-13,89,84.0,,0.84,74.75999999999999
2023-11-14,83,84.0,,0.84,69.72
2023-11-15,77,84.0,,0.84,64.67999999999999
2023-11-16,79,84.0,,0.84,66.36
2023-11-17,66,84.0,,0.84,55.44
2023-11-18,45,84.0,,0.84,37.8
2023-11-19,33,54.0,False,0.54,17.82
2023-11-20,83,54.0,,0.54,44.82
2023-11-21,76,54.0,,0.54,41.040000000000006
2023-11-22,51,54.0,,0.54,27.540000000000003
2023-11-23,30,54.0,,0.54,16.200000000000003
2023-11-24,26,54.0,,0.54,14.040000000000001
2023-11-25,34,54.0,,0.54,18.36
2023-11-26,25,88.0,False,0.88,22.0
2023-11-27,84,88.0,,0.88,73.92
2023-11-28,87,88.0,,0.88,76.56
2023-11-29,97,88.0,,0.88,85.36
2023-11-30,80,88.0,,0.88,70.4
2023-12-01,80,88.0,,0.88,70.4
2023-12-02,49,88.0,,0.88,43.12
2023-12-03,36,86.0,False,0.86,30.96
2023-12-04,71,86.0,,0.86,61.06
2023-12-05,93,86.0,,0.86,79.98
2023-12-06,88,86.0,,0.86,75.67999999999999
2023-12-07,100,86.0,,0.86,86.0
2023-12-08,71,86.0,,0.86,61.06
2023-12-09,28,86.0,,0.86,24.08
2023-12-10,40,85.0,False,0.85,34.0
2023-12-11,79,85.0,,0.85,67.14999999999999
2023-12-12,87,85.0,,0.85,73.95
2023-12-13,91,85.0,,0.85,77.35
2023-12-14,68,85.0,,0.85,57.8
2023-12-15,63,85.0,,0.85,53.55
2023-12-16,30,85.0,,0.85,25.5
2023-12-17,24,72.0,False,0.72,17.28
2023-12-18,73,72.0,,0.72,52.559999999999995
2023-12-19,65,72.0,,0.72,46.8
2023-12-20,63,72.0,,0.72,45.36
2023-12-21,95,72.0,,0.72,68.39999999999999
2023-12-22,60,72.0,,0.72,43.199999999999996
2023-12-23,19,72.0,,0.72,13.68
2023-12-24,22,47.0,False,0.47,10.34
2023-12-25,12,47.0,,0.47,5.64
2023-12-26,51,47.0,,0.47,23.97
2023-12-27,55,47.0,,0.47,25.849999999999998
2023-12-28,56,47.0,,0.47,26.32
2023-12-29,39,47.0,,0.47,18.33
2023-12-30,19,47.0,,0.47,8.93
2023-12-31,42,65.0,False,0.65,27.3
2024-01-01,28,65.0,,0.65,18.2
2024-01-02,42,65.0,,0.65,27.3
2024-01-03,84,65.0,,0.65,54.6
2024-01-04,58,65.0,,0.65,37.7
2024-01-05,49,65.0,,0.65,31.85
2024-01-06,27,65.0,,0.65,17.55
2024-01-07,55,84.0,False,0.84,46.199999999999996
2024-01-08,71,84.0,,0.84,59.64
2024-01-09,87,84.0,,0.84,73.08
2024-01-10,70,84.0,,0.84,58.8
2024-01-11,73,84.0,,0.84,61.32
2024-01-12,58,84.0,,0.84,48.72
2024-01-13,37,84.0,,0.84,31.08
2024-01-14,58,81.0,False,0.81,46.980000000000004
2024-01-15,55,81.0,,0.81,44.550000000000004
2024-01-16,60,81.0,,0.81,48.6
2024-01-17,64,81.0,,0.81,51.84
2024-01-18,60,81.0,,0.81,48.6
2024-01-19,72,81.0,,0.81,58.32000000000001
2024-01-20,44,81.0,,0.81,35.64
2024-01-21,38,91.0,False,0.91,34.58
2024-01-22,100,91.0,,0.91,91.0
2024-01-23,79,91.0,,0.91,71.89
2024-01-24,87,91.0,,0.91,79.17
2024-01-25,84,91.0,,0.91,76.44
2024-01-26,75,91.0,,0.91,68.25
2024-01-27,29,91.0,,0.91,26.39
2024-01-28,49,99.0,True,0.99,48.51
2024-01-29,67,99.0,,0.99,66.33
2024-01-30,88,99.0,,0.99,87.12
2024-01-31,88,99.0,,0.99,87.12
