,Altcoin,BIT,Bitcoin Address,Bitcoin Investment,Bitcoin Mining,Bitcoin News,Bitcoin Price,Bitcoin Wallet,Bitcoin,Block,Blockchain,BTC,Crypto,Cryptocurrency,Cryptography,DAPP,DeFi,Digital Currency,Ethereum,Fiat money,Fork,Hash Rate,ICO,P2P,Private Key,Stablecoin
119,11.7,77.4,42.48,34.22,61.2,15.9,15.62,23.01,17.92,15.4,51.03,17.25,29.61,28.52,42.92,16.5,0.0,5.04,26.22,9.24,50.220000000000006,12.87,77.08,60.97,46.06,8.1
120,24.15,83.7,49.3,30.16,62.78999999999999,7.92,4.94,21.08,7.75,25.92,39.22,6.67,12.48,12.15,48.72,39.22,28.56,6.8,16.0,8.25,47.58,22.11,65.25,57.34,47.04,1.1900000000000002
121,9.1,90.0,24.94,17.68,69.0,9.24,5.46,10.54,8.06,32.0,53.28,6.67,12.48,12.6,69.6,48.1,0.0,6.0,15.6,20.0,49.41,25.41,67.86,78.02,84.28,1.36
122,17.5,85.5,28.42,24.96,49.67999999999999,8.91,4.68,28.52,7.439999999999999,30.72,51.8,5.8,11.52,12.15,86.13,39.96,0.0,6.08,14.4,20.25,43.92,22.77,62.64,94.0,98.0,1.53
123,19.6,80.10000000000001,24.94,27.04,51.74999999999999,7.590000000000001,4.94,18.6,7.75,28.16,61.42,6.38,11.52,11.25,87.0,37.0,0.0,2.32,12.8,15.5,40.87,18.15,66.99,74.25999999999999,81.34,1.7000000000000002
124,14.7,81.9,23.2,5.720000000000001,53.13,11.88,7.54,12.4,9.92,28.8,59.94,8.7,13.44,13.05,83.52,51.8,0.0,6.0,16.8,17.25,45.14,20.790000000000003,77.42999999999999,62.04,93.1,2.21
125,0.0,78.3,26.1,15.6,54.51,12.21,7.800000000000001,38.44,10.23,27.52,48.1,9.28,12.0,11.25,70.47,58.46,0.0,5.68,16.400000000000002,11.0,49.41,14.85,73.95,72.38,58.8,2.21
126,22.05,86.4,29.0,24.96,51.74999999999999,12.21,5.46,11.16,8.68,26.56,44.4,7.249999999999999,11.04,9.9,50.46,69.56,0.0,5.5200000000000005,13.2,4.25,50.02,16.5,77.42999999999999,60.16,34.3,1.87
127,13.2,79.21000000000001,47.790000000000006,39.56,44.16,36.26,18.9,25.08,24.42,25.500000000000004,46.48,26.88,25.0,26.0,37.400000000000006,48.91,5.46,7.649999999999999,32.39,11.1,48.97,23.79,44.0,60.06,29.76,11.0
128,9.6,83.66,57.510000000000005,47.3,46.72,55.5,43.4,0.0,45.88,29.24,64.74,48.72,44.0,44.0,51.00000000000001,51.59,21.0,6.93,49.77,21.0,42.48,24.57,60.8,77.35000000000001,84.63000000000001,24.0
129,13.6,84.55,59.13,86.0,49.28,44.4,43.4,14.52,43.66,30.94,68.06,44.52,42.0,40.0,52.36000000000001,48.91,0.0,6.39,45.03,18.0,44.84,19.5,80.0,83.72,90.21,57.0
130,20.0,89.0,52.650000000000006,53.32,54.4,53.28,47.6,22.44,53.28,31.96,74.7,65.52,70.0,72.0,53.040000000000006,43.55,9.03,9.0,54.510000000000005,30.0,43.66,23.4,66.4,68.25,86.49000000000001,98.0
131,36.0,78.32000000000001,60.75000000000001,24.08,58.24,74.0,70.0,66.0,74.0,29.24,74.7,84.0,100.0,100.0,53.720000000000006,42.88,0.0,8.549999999999999,79.0,21.0,43.66,14.82,63.2,70.98,66.03,100.0
132,0.0,84.55,40.5,53.32,42.88,55.5,58.1,23.76,56.98,30.94,83.0,56.28,83.0,81.0,44.2,34.84,0.0,8.1,63.99,23.7,46.61,11.31,49.6,74.62,61.38,86.0
133,40.0,78.32000000000001,59.13,54.18,37.76,37.0,36.4,21.78,38.48,28.9,48.97,40.32,62.0,63.0,22.44,36.85,0.0,8.82,45.82,11.4,50.15,39.0,46.400000000000006,52.78,36.27,43.0
134,24.44,84.60000000000001,35.1,37.17,48.13999999999999,21.5,25.5,14.88,23.32,25.6,47.88,16.77,32.24,31.11,20.06,31.8,0.0,4.69,20.24,8.97,51.0,14.76,49.8,50.02,29.52,16.0
135,16.45,78.3,26.65,22.42,37.7,25.5,25.5,27.28,25.97,26.88,56.24,18.06,27.9,25.01,31.86,36.0,0.0,5.250000000000001,24.380000000000003,14.26,45.0,20.16,65.57,51.66,64.78,19.5
136,33.37,86.4,36.4,20.65,42.92,23.0,23.46,19.22,24.380000000000003,27.84,66.12,16.77,22.32,21.35,42.48,54.6,0.0,4.0600000000000005,22.540000000000003,22.77,47.4,15.12,71.38,57.4,63.96,18.5
137,22.09,75.60000000000001,47.45,21.24,35.96,24.0,23.46,39.68,22.790000000000003,30.72,56.24,15.91,19.84,22.57,37.17,40.8,0.0,4.9,20.24,13.34,43.8,18.72,73.03999999999999,64.78,62.31999999999999,15.5
138,0.0,78.3,65.0,40.71,35.96,19.0,23.46,17.36,22.26,27.84,57.76,16.34,18.6,18.91,34.809999999999995,40.2,0.0,4.41,21.16,17.71,47.4,9.36,68.89,63.13999999999999,53.3,11.5
139,34.78,79.2,23.4,25.37,36.54,24.0,20.91,9.3,20.67,27.84,47.12,15.05,16.12,17.08,35.989999999999995,9.0,0.0,3.43,18.86,11.27,47.4,16.56,48.97,48.38,62.31999999999999,11.0
140,0.0,83.7,11.05,15.93,30.16,15.5,15.81,0.0,18.02,26.88,44.84,12.04,15.5,15.25,21.24,41.4,18.72,4.69,17.48,5.0600000000000005,60.0,0.0,68.06,32.8,35.26,8.0
141,18.92,68.89,22.68,14.28,42.33,12.6,10.08,6.3,11.1,24.3,35.28,9.45,10.58,11.27,16.5,45.14,46.900000000000006,1.86,14.62,4.48,58.24,6.09,51.85,37.13,28.49,2.53
142,42.57,72.21,32.940000000000005,13.77,28.05,18.48,12.6,14.85,12.95,25.8,50.4,11.9,11.96,13.72,38.5,49.41,0.0,3.18,15.91,10.24,52.48,7.35,81.6,56.88,58.52,2.99
143,43.0,78.85,18.9,33.660000000000004,28.05,15.96,13.68,0.0,13.32,27.9,55.44,11.2,12.42,13.72,36.3,35.99,24.790000000000003,3.12,16.77,8.16,50.56,9.87,61.2,67.94,48.51,3.45
144,15.91,73.03999999999999,24.840000000000003,14.79,31.62,15.12,11.16,0.0,11.47,24.9,48.24,9.8,11.96,12.74,40.150000000000006,28.67,33.5,5.94,15.48,5.12,49.28,7.56,73.95,48.98,60.06,2.76
145,22.79,69.72,7.0200000000000005,0.0,25.5,15.96,11.16,15.3,11.47,24.6,50.4,10.5,11.5,13.23,33.0,22.57,0.0,3.72,19.35,7.68,51.84,0.0,69.7,43.45,57.75,3.45
146,27.09,69.72,15.12,11.73,26.52,17.64,11.16,20.7,11.84,22.8,46.08,10.5,11.96,13.23,19.8,31.11,0.0,4.62,24.08,2.72,52.48,0.0,78.2,45.82,42.35,2.76
147,36.98,73.86999999999999,19.98,29.07,26.52,13.02,9.36,0.0,9.99,21.6,37.44,8.75,11.5,13.72,15.400000000000002,61.0,0.0,3.66,16.34,1.44,58.88,9.03,58.65,51.35,23.87,2.3000000000000003
148,0.0,88.27,39.05,10.08,22.08,11.1,8.06,12.96,8.0,25.6,36.720000000000006,6.44,8.58,9.84,14.28,21.45,0.0,4.41,13.32,0.0,58.24,14.04,45.43,41.58,22.1,1.7999999999999998
149,9.92,79.17,43.45,13.02,24.0,13.32,8.06,15.66,9.28,24.32,35.36,7.840000000000001,8.97,9.02,18.87,39.65,0.0,4.9,13.69,2.72,58.88,0.0,60.83,45.43,27.3,0.8999999999999999
150,29.44,78.26,7.15,15.96,24.0,13.32,10.23,0.0,10.56,28.48,43.52,9.8,8.58,9.02,32.13,32.5,0.0,5.32,14.06,7.82,53.120000000000005,0.0,63.14,55.44,33.15,1.98
151,10.24,82.81,19.8,8.82,29.28,9.62,7.439999999999999,54.0,7.68,28.16,61.2,6.720000000000001,15.21,15.17,46.41,55.25,15.21,5.180000000000001,11.1,5.78,55.04,0.0,64.68,54.67,59.15,9.18
152,12.8,83.72,35.2,8.82,28.8,8.51,6.51,0.0,7.68,27.2,58.48,6.16,14.04,13.53,33.15,49.4,0.0,3.3600000000000003,10.73,5.95,55.68,25.380000000000003,57.75,55.44,51.35,10.98
153,9.28,86.45,22.0,13.02,48.0,9.25,6.51,11.88,7.68,26.88,68.0,5.880000000000001,14.04,13.94,36.72,35.1,0.0,3.3600000000000003,9.99,11.56,57.6,10.8,54.67,37.73,36.4,12.24
154,0.0,84.63000000000001,33.550000000000004,9.66,35.52,7.77,5.58,28.62,6.4,24.64,49.64,4.760000000000001,13.26,12.71,23.97,61.1,0.0,3.99,9.25,10.71,62.08,13.23,43.89,58.52,18.85,7.199999999999999
155,11.88,89.18,34.8,31.92,38.88,7.41,5.58,17.86,6.460000000000001,28.0,40.6,4.64,12.87,12.87,26.880000000000003,48.1,0.0,0.49,11.18,22.72,57.96,0.0,41.34,46.11,32.34,4.5
156,33.0,82.81,41.4,0.0,39.42,9.36,6.51,17.86,8.16,30.45,65.8,6.38,13.26,12.48,43.120000000000005,46.62,0.0,3.43,12.04,19.2,51.66,0.0,44.46,74.82,52.36,9.0
157,16.17,84.63000000000001,35.4,30.24,41.040000000000006,13.26,6.82,0.0,8.5,30.8,63.7,7.249999999999999,15.21,14.04,53.2,62.16,8.84,1.89,12.04,22.08,53.55,0.0,56.16,61.77,66.99,4.95
158,0.0,86.45,18.6,10.64,48.6,8.58,6.51,8.93,7.48,30.8,65.8,5.51,14.82,13.65,42.56,54.76,0.0,2.7300000000000004,11.18,14.72,54.81,5.28,53.82,65.25,56.98,6.6
159,10.23,80.08,32.4,12.88,36.18,8.97,5.89,0.0,6.800000000000001,34.65,62.99999999999999,4.93,12.87,12.09,45.92,46.62,0.0,2.3800000000000003,12.04,15.68,54.18,11.88,51.48,74.82,70.84,8.4
160,23.1,80.99000000000001,35.4,17.92,30.24,8.58,6.82,15.98,7.82,30.8,58.8,6.09,13.65,12.09,41.440000000000005,65.12,8.84,2.3800000000000003,13.76,27.52,56.7,0.0,55.38,64.38,73.15,7.35
161,15.510000000000002,82.81,31.2,8.4,36.72,11.7,7.439999999999999,0.0,7.82,26.25,44.8,5.8,14.43,13.26,17.360000000000003,74.0,15.98,2.3800000000000003,25.37,17.92,59.85,0.0,56.16,42.63,10.78,6.6
162,13.12,97.0,45.5,22.5,30.87,33.120000000000005,29.0,19.76,31.0,28.35,47.52,31.0,31.24,31.08,30.24,22.96,0.0,4.41,53.2,16.099999999999998,60.48,13.69,51.84,73.08,27.36,7.68
163,14.72,98.0,29.4,69.0,31.85,92.0,100.0,24.32,100.0,31.15,60.06,100.0,71.0,74.0,41.580000000000005,39.760000000000005,0.0,6.48,95.0,32.55,53.55,21.09,44.64,63.51,46.8,17.04
164,17.28,95.0,63.7,45.75,33.81,80.96000000000001,98.0,0.0,92.0,30.1,66.0,90.0,60.35,62.9,52.38,30.24,7.590000000000001,4.5,74.1,32.55,55.44,26.27,47.52,69.6,50.4,24.0
165,31.68,94.0,37.1,15.0,33.32,61.64,88.0,53.2,77.0,29.75,54.120000000000005,77.0,48.28,48.1,48.06,20.160000000000004,0.0,4.32,64.6,35.0,54.81,37.0,43.92,72.21,66.24,19.44
166,17.6,96.0,70.0,39.0,40.18,50.6,73.0,0.0,64.0,29.75,55.440000000000005,57.0,34.79,37.74,35.1,36.400000000000006,6.67,3.96,55.1,22.05,55.44,9.99,54.0,87.0,45.36,21.12
167,16.64,97.0,42.0,45.0,24.99,44.16,69.0,55.48,58.0,29.05,59.400000000000006,51.0,35.5,35.52,42.66,28.56,0.0,6.93,50.35,22.75,57.96,9.62,56.88,74.82,59.04,20.64
168,13.44,99.0,62.3,75.0,43.61,66.24000000000001,91.0,0.0,92.0,29.05,40.260000000000005,94.0,44.73,48.84,28.62,24.08,0.0,9.0,78.85,22.4,63.0,28.49,34.56,75.69,26.64,20.88
169,18.4,86.48,24.15,29.700000000000003,31.24,50.37,71.61,0.0,57.120000000000005,26.73,47.52,58.65,23.4,25.65,44.52,32.9,0.0,5.68,41.76,21.45,65.28,14.26,52.260000000000005,58.22,40.8,4.0
170,15.2,92.0,49.67999999999999,18.48,31.24,37.26,59.29,0.0,43.52,28.71,48.18,42.09,18.45,18.0,27.03,66.5,0.0,3.76,31.32,20.46,65.96000000000001,0.0,62.400000000000006,41.82,42.400000000000006,8.0
171,7.6,87.4,28.29,28.380000000000003,23.76,31.05,43.89,0.0,34.68,29.700000000000003,54.78,30.36,18.9,18.45,53.0,65.1,0.0,3.76,24.94,19.14,58.48,20.77,49.14,59.04,74.4,6.72
172,13.6,85.56,20.01,21.78,28.16,27.6,39.27,0.0,29.92,29.040000000000003,60.720000000000006,26.91,18.0,16.650000000000002,41.870000000000005,57.4,0.0,4.96,22.04,22.77,63.92,13.64,46.8,68.06,80.0,7.04
173,10.8,87.4,55.88999999999999,52.8,28.6,28.98,36.96,11.55,27.200000000000003,33.0,58.74,25.53,17.1,16.2,30.21,32.9,0.0,5.28,19.72,17.490000000000002,63.24,7.439999999999999,49.14,68.06,60.8,6.24
174,0.0,87.4,38.64,25.74,26.4,26.91,30.8,29.700000000000003,23.8,28.380000000000003,51.48,22.77,16.650000000000002,15.3,40.28,56.0,0.0,5.04,19.14,28.71,61.88,12.4,50.7,61.49999999999999,48.8,9.6
175,11.2,88.32000000000001,50.37,28.380000000000003,21.56,16.56,20.79,26.4,18.360000000000003,27.06,44.88,17.939999999999998,15.75,14.4,17.490000000000002,0.0,0.0,3.12,16.24,14.19,67.32000000000001,11.78,46.02,44.28,18.4,4.32
176,6.51,86.13,39.2,15.6,34.84,16.43,15.37,20.25,14.79,30.45,40.95,12.42,14.35,12.4,28.0,29.700000000000003,56.00000000000001,2.4000000000000004,13.64,22.63,63.7,13.23,49.88,40.5,30.66,6.75
177,0.0,78.3,69.3,22.0,34.84,14.31,20.14,0.0,19.38,30.8,51.03,16.1,15.17,13.6,34.0,32.34,0.0,2.6500000000000004,14.52,11.78,59.8,17.55,86.0,55.89,62.05,7.199999999999999
178,4.2,81.78,62.3,6.4,31.72,18.55,19.08,28.35,17.34,30.1,49.14,14.26,15.579999999999998,13.6,43.0,38.940000000000005,0.0,2.45,13.2,27.28,59.8,0.0,64.5,72.9,61.32,6.75
179,7.56,84.39,34.3,7.6,28.6,19.61,20.14,25.2,16.830000000000002,32.55,58.59,14.26,15.17,13.2,38.5,35.64,0.0,0.9,14.96,20.77,60.45,11.61,60.2,57.510000000000005,68.62,7.8
180,16.8,76.56,50.4,13.6,36.92,20.14,24.91,21.15,20.91,31.85,47.88,17.48,15.579999999999998,14.0,30.0,52.8,0.0,2.1,17.6,25.11,57.85,13.23,73.1,58.32000000000001,43.8,6.3
181,8.61,80.91,65.1,18.8,30.68,53.0,53.0,18.9,51.0,30.8,55.44,46.0,40.18,37.2,28.5,66.0,0.0,1.5,29.92,15.81,60.45,0.0,80.84,66.42,45.26,9.75
182,0.0,86.13,46.2,28.0,52.0,40.28,38.16,24.3,45.39,28.7,44.1,39.1,41.0,40.0,20.0,34.980000000000004,0.0,1.2000000000000002,25.96,17.98,61.75,7.0200000000000005,73.1,46.17,16.06,7.05
183,0.0,81.6,38.080000000000005,44.0,39.13,47.6,29.7,0.0,34.86,29.92,38.4,30.42,35.49,32.19,33.480000000000004,22.42,23.5,1.68,20.88,9.52,59.8,0.0,46.400000000000006,54.6,20.77,7.800000000000001
184,0.0,77.35,40.8,26.84,19.35,45.92,31.5,12.06,32.34,30.94,39.6,29.25,33.15,29.97,21.06,38.94,94.0,1.3199999999999998,20.52,11.48,59.8,0.0,65.60000000000001,50.7,35.510000000000005,6.37
185,7.840000000000001,77.35,36.04,29.48,15.48,50.400000000000006,38.7,24.12,37.38,28.22,51.0,36.27,33.93,30.34,54.0,34.809999999999995,0.0,2.94,23.4,19.32,53.95,0.0,56.0,67.86,33.5,8.19
186,10.920000000000002,76.5,60.52,30.8,20.21,44.8,31.05,25.46,31.92,30.6,55.8,27.69,35.49,31.82,43.2,28.32,0.0,2.1,19.44,14.28,55.25,6.0,49.6,49.92,52.260000000000005,6.76
187,0.0,73.95,42.16,22.88,24.51,48.720000000000006,28.35,0.0,31.08,31.28,54.0,30.03,34.71,31.45,45.900000000000006,40.71,0.0,3.0,21.96,13.72,52.65,4.75,68.0,63.96,47.57,12.48
188,0.0,76.5,38.080000000000005,22.0,17.63,43.120000000000005,27.0,14.74,30.66,29.58,44.4,30.03,36.27,31.82,43.74,44.25,0.0,1.74,20.88,11.760000000000002,55.25,0.0,64.8,63.18,41.54,8.71
189,19.880000000000003,82.45,10.2,20.24,17.63,35.28,21.15,0.0,26.04,30.26,43.8,21.84,33.15,29.6,31.32,24.19,15.04,2.52,18.36,15.400000000000002,65.0,14.25,59.2,51.48,26.8,4.42
190,7.13,82.56,39.33,21.15,22.05,24.2,19.200000000000003,61.41,22.8,29.92,34.77,21.24,29.52,27.0,23.97,44.1,0.0,3.04,16.5,9.25,57.96,20.52,63.18000000000001,65.57,31.98,6.4
191,0.0,79.98,30.21,35.1,20.25,33.0,26.8,40.71,28.5,31.96,47.88,25.92,30.96,29.88,39.27,18.27,0.0,3.04,17.490000000000002,14.0,54.18,0.0,60.75000000000001,68.89,65.52,5.5
192,7.13,86.0,19.38,34.65,28.8,28.6,31.200000000000003,0.0,29.64,30.94,51.3,27.72,29.52,28.08,37.74,25.83,0.0,3.28,18.15,11.75,53.55,14.06,51.84,59.76,78.0,5.1000000000000005
193,0.0,86.0,15.96,10.35,22.5,33.0,26.8,0.0,29.26,31.28,56.99999999999999,28.08,31.32,29.16,39.78,35.28,0.0,3.6,20.130000000000003,7.5,58.59,15.96,74.52000000000001,74.7,56.16,3.7
194,0.0,85.14,38.76,23.85,24.3,40.04,28.8,21.39,30.78,33.660000000000004,48.45,28.44,34.2,33.12,32.13,23.94,0.0,8.0,18.81,12.5,55.44,38.0,62.370000000000005,71.38,49.92,6.5
195,15.41,79.98,38.19,32.4,26.1,27.28,20.4,35.19,24.7,31.28,49.02,24.12,30.6,29.16,36.21,52.92,0.0,4.5600000000000005,18.81,11.5,56.7,0.0,80.19000000000001,68.89,59.28,4.9
196,0.0,85.14,20.52,43.65,30.15,19.8,18.0,13.11,22.04,30.6,39.9,19.8,32.04,29.16,30.09,32.76,0.0,2.8000000000000003,21.12,9.5,59.85,32.3,68.85000000000001,69.72,33.54,3.4000000000000004
197,12.48,89.24000000000001,30.24,14.88,22.88,18.9,16.77,11.34,22.4,28.56,44.85,19.8,34.32,32.370000000000005,41.440000000000005,27.0,0.0,1.08,32.34,16.799999999999997,60.3,0.0,71.39999999999999,54.29,21.6,2.4000000000000004
198,26.0,78.2,18.9,0.0,25.08,24.78,21.84,0.0,26.4,29.24,52.0,24.48,36.27,34.32,43.68000000000001,60.0,0.0,2.76,45.57,10.15,55.61000000000001,0.0,52.92,89.0,40.32,4.800000000000001
199,9.36,87.4,59.22,38.4,23.32,26.46,23.4,0.0,31.200000000000003,33.32,65.0,28.44,38.22,36.66,44.8,68.25,0.0,2.64,49.0,14.35,60.3,12.0,72.24,86.33,60.48,3.6
200,0.0,88.32000000000001,26.46,22.08,23.32,30.24,28.47,37.8,35.6,31.28,61.75,28.8,37.05,33.93,48.16,57.75,0.0,2.04,44.1,28.0,54.940000000000005,12.48,55.44,85.44,50.4,6.300000000000001
201,7.800000000000001,90.16,51.66,0.0,23.32,31.08,27.69,24.3,35.6,34.0,63.05,29.88,33.15,30.81,43.120000000000005,45.0,0.0,3.18,35.28,35.0,56.95,4.32,70.56,83.66,32.4,2.3000000000000003
202,24.96,89.24000000000001,20.79,34.08,26.4,25.2,20.28,15.12,28.0,30.94,57.2,20.88,33.54,31.200000000000003,36.400000000000006,56.25,0.0,2.1,31.85,16.099999999999998,61.64,6.48,84.0,63.19,42.48,6.1000000000000005
203,0.0,90.16,31.5,26.88,19.36,23.52,16.38,15.12,22.8,30.26,50.7,16.919999999999998,29.25,27.69,17.92,49.5,0.0,2.46,28.91,16.45,62.31,5.279999999999999,68.88,51.62,33.12,5.800000000000001
204,5.4,81.6,10.12,31.68,16.56,13.94,12.87,0.0,17.68,29.92,43.92,13.72,28.12,24.5,24.57,24.200000000000003,0.0,2.8000000000000003,25.96,11.28,58.5,3.91,45.03,53.55,26.73,3.4000000000000004
205,5.6000000000000005,79.89999999999999,10.12,28.32,16.919999999999998,26.24,16.830000000000002,0.0,23.8,32.64,57.95,18.48,32.56,27.65,62.37,45.1,0.0,1.89,26.84,11.76,57.2,0.0,48.98,68.0,79.38000000000001,10.0
206,4.800000000000001,76.5,34.96,37.44,15.48,25.83,16.830000000000002,21.08,22.78,31.62,53.07,18.200000000000003,31.45,26.95,61.74,44.55,0.0,1.61,27.72,10.8,57.85,4.25,57.67,74.8,69.66000000000001,4.1000000000000005
207,9.0,75.64999999999999,46.0,21.12,11.88,27.06,15.18,34.0,19.040000000000003,28.56,52.46,16.520000000000003,31.08,27.65,51.66,22.0,0.0,4.760000000000001,29.04,12.0,53.95,2.72,67.94,85.0,67.23,4.3
208,6.800000000000001,73.95,16.560000000000002,32.64,14.4,27.06,15.84,0.0,21.08,30.94,50.02,19.040000000000003,30.71,26.6,57.33,26.4,0.0,1.4700000000000002,36.52,9.6,51.35,3.4000000000000004,58.46,82.45,55.89,5.300000000000001
209,0.0,79.89999999999999,20.24,30.24,12.6,26.65,15.510000000000002,0.0,20.4,30.26,51.85,17.64,32.56,28.0,49.77,40.7,0.0,2.7300000000000004,31.68,6.0,59.15,6.800000000000001,64.78,67.14999999999999,79.38000000000001,6.6000000000000005
210,0.0,78.2,15.64,16.32,12.96,19.27,13.2,8.16,19.380000000000003,27.540000000000003,43.31,14.28,29.6,26.25,49.14,36.3,0.0,2.87,29.04,8.16,60.45,4.25,60.040000000000006,43.35,33.21,3.1
211,4.42,85.26,21.07,12.32,11.2,20.3,10.8,15.37,15.95,28.05,41.54,13.5,28.44,25.16,25.3,44.2,8.61,2.4,22.05,7.199999999999999,55.51,0.0,40.5,55.04,30.34,3.2
212,4.590000000000001,80.91,10.32,6.720000000000001,28.7,27.65,26.73,11.66,28.13,28.05,49.6,23.76,29.88,28.9,53.900000000000006,19.72,0.0,1.38,24.15,20.16,54.9,0.0,75.0,61.92,60.68,8.6
213,3.2300000000000004,81.78,10.32,11.48,29.75,30.1,27.0,6.36,29.0,28.71,50.22,26.46,32.76,31.62,48.95,53.040000000000006,0.0,0.42,25.2,11.04,56.12,0.0,63.0,58.48,52.54,7.2
214,2.72,83.52,13.76,14.560000000000002,29.4,32.55,25.65,16.96,26.39,29.040000000000003,54.56,21.6,31.68,31.28,53.900000000000006,19.040000000000003,0.0,1.2,23.1,22.08,53.68,3.77,62.25,63.64,56.98,3.1
215,0.0,82.65,33.54,19.880000000000003,24.85,27.3,26.19,25.97,26.1,28.05,57.04,22.950000000000003,31.32,30.26,42.900000000000006,27.200000000000003,33.62,1.26,23.1,17.52,57.34,4.8100000000000005,60.75,68.8,48.84,5.0
216,0.0,80.91,41.71,28.000000000000004,35.0,27.3,25.380000000000003,0.0,26.1,29.040000000000003,48.98,21.6,32.04,31.96,44.0,31.28,0.0,0.84,22.05,20.64,61.0,3.9,65.25,74.82,59.2,4.5
217,0.0,82.65,15.48,0.0,31.85,22.4,21.06,13.78,23.49,28.05,50.84,17.28,28.8,28.22,24.750000000000004,37.400000000000006,30.34,0.96,19.6,16.56,59.17,0.0,42.75,49.88,31.82,3.4000000000000004
218,5.0,82.32,64.35000000000001,0.0,27.880000000000003,21.42,18.0,13.8,15.39,30.360000000000003,36.54,18.9,26.07,28.35,26.46,15.41,0.0,0.77,23.85,13.42,57.66,6.48,30.6,53.04,39.52,0.0
219,4.75,80.64,31.85,19.08,29.24,27.540000000000003,24.5,60.0,25.65,30.69,48.72,23.76,31.020000000000003,32.9,54.0,18.76,0.0,1.1900000000000002,29.7,12.1,54.56,18.0,46.92,60.84,51.68,4.130000000000001
220,8.0,79.8,34.45,35.28,27.540000000000003,27.880000000000003,24.0,0.0,23.49,33.0,44.66,21.87,29.37,31.5,38.34,31.49,0.0,2.03,32.4,12.76,56.42,7.56,48.96,56.940000000000005,66.12,4.48
221,5.75,75.6,39.65,34.92,25.500000000000004,29.24,22.75,6.6,23.22,27.39,43.5,22.14,26.73,29.75,31.860000000000003,22.110000000000003,0.0,1.54,34.65,14.3,52.7,0.0,45.56,48.36,60.04,1.6800000000000002
222,7.5,78.11999999999999,43.55,34.2,27.880000000000003,29.58,23.75,0.0,24.57,29.700000000000003,44.08,23.49,29.040000000000003,31.15,42.66,23.450000000000003,0.0,1.33,45.0,19.8,54.56,0.0,53.720000000000006,48.36,76.0,4.550000000000001
223,5.25,73.92,65.0,18.36,24.14,20.74,22.0,0.0,21.6,28.05,44.08,21.06,26.07,28.0,36.72,26.130000000000003,0.0,1.8200000000000005,33.75,15.84,54.56,3.96,45.56,56.16,43.32,4.69
224,7.5,77.28,14.95,27.72,22.78,17.68,18.5,0.0,18.630000000000003,26.4,37.7,18.630000000000003,25.74,27.65,21.6,35.510000000000005,0.0,1.33,36.9,11.88,59.52,4.5,53.720000000000006,36.66,28.88,0.0
225,17.759999999999998,87.0,40.28,35.6,22.44,17.98,19.92,0.0,20.8,27.52,42.09,19.25,31.32,30.03,28.08,76.0,0.0,4.8,32.56,21.0,56.73,0.0,45.36,33.06,28.56,5.1000000000000005
226,0.0,81.78,43.99,8.8,25.41,19.53,21.84,8.58,21.58,27.52,46.36,19.5,32.4,29.700000000000003,40.5,32.68,0.0,2.56,36.08,20.5,56.12,5.52,68.04,67.86,42.16,5.4
227,0.0,82.65,50.88,17.6,25.41,19.84,20.64,0.0,22.36,26.24,49.41,17.75,30.6,28.71,46.440000000000005,40.28,36.18,3.68,32.56,16.5,56.12,18.72,66.42,70.47,53.720000000000006,10.0
228,21.6,79.17,30.74,32.800000000000004,25.41,20.46,19.92,6.24,20.54,26.56,51.24,18.25,31.32,28.71,46.98,34.2,0.0,6.72,28.6,15.0,54.29,7.439999999999999,75.33,68.73,52.36000000000001,6.5
229,22.56,77.42999999999999,24.91,19.6,32.01,17.05,18.72,0.0,20.02,28.48,51.24,17.0,30.96,28.380000000000003,48.06,32.68,58.96,11.52,27.28,25.0,53.68,0.0,70.47,77.42999999999999,63.24,7.4
230,40.8,79.17,11.66,34.800000000000004,21.45,31.0,24.0,5.07,25.74,26.56,47.58,25.0,36.0,33.0,36.18,15.96,30.15,16.0,38.72,17.5,57.95,7.439999999999999,63.18000000000001,66.99,50.32,7.9
231,31.68,78.3,41.34,11.2,30.03,21.08,20.88,7.800000000000001,21.06,26.24,39.65,18.5,29.88,27.39,27.540000000000003,32.68,34.84,8.96,33.44,17.0,56.73,0.0,62.370000000000005,51.33,15.64,3.5
232,28.81,75.53,12.76,27.36,26.520000000000003,15.39,19.68,9.18,18.630000000000003,25.92,40.32,16.56,26.4,25.42,25.48,23.46,36.92,9.54,24.7,14.26,55.51,2.64,53.12,60.76,11.4,4.95
233,67.0,75.53,7.48,7.98,24.82,16.740000000000002,22.56,10.260000000000002,23.49,27.84,58.59,20.16,29.37,27.59,41.6,49.67999999999999,0.0,11.88,26.6,16.560000000000002,53.68,3.84,73.86999999999999,93.1,74.48,5.04
234,18.09,76.36,25.08,34.58,28.22,13.5,19.92,0.0,19.71,27.84,54.81,16.56,25.74,25.11,42.64,38.64,71.0,7.739999999999999,26.22,11.96,54.9,2.28,67.22999999999999,82.32,71.44,7.83
235,27.47,78.02,28.16,12.54,26.180000000000003,18.630000000000003,20.16,12.96,19.98,30.72,61.74,16.56,27.72,26.66,43.68,28.98,38.34,14.94,25.08,17.02,57.34,3.72,78.02,98.0,59.28,6.75
